,Location,X,Y
204,"433/30/1, 10th Main, 28th A cross, 4th Block, Jayanagar, Bangalore",12.9307705,77.582736
205,"14/38, Shivakrupa, 1st Model House Street, Near Nagasnadra Circle, DVG Road, Basavanagudi, Bangalore",12.9376074,77.569596
206,"147, 27th Cross, 3rd Main, 6th Block, Yediyur, Jayanagar, Bangalore",12.9310513,77.577341
207,"202F, 27th Cross Road, Opposite Sapna Book House, Jayanagar, Bangalore",12.9309256,77.5793314
208,"2, Ashoka Pillar Circle, 2nd Block, Jayanagar, Bangalore",12.9435316,77.5825658
209,"1349, 4th Cross Road, Kilkodungalur, RPC Layout, Vijay Nagar, Bangalore",12.958296,77.5333603
210,"2466, 24th Cross Road, Siddanna Layout, Stage II, Banashankari, Bangalore",12.9243543,77.5633883
211,"412, 1st Cross, Vidyapeeta Road, 3rd Stage, Banashankari, Bangalore",12.9336048,77.5600695
212,"43/2, 100 Feet Road, Kamakya Complex, 3rd Stage, Banashankari, Bangalore",12.9226074,77.5515427
213,Near dayananda sagar college kumarswamy layout,12.906692,77.5622076
214,"The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore",12.933237,77.5810703
215,"#72, 3rd Cross DSI Road, Teachers Colony, Kumaraswamy Layout, Bangalore",12.911682,77.5648343
216,"8/10, Subramanyapura Main Road, Near Royal Mart, Uttarahalli, Bangalore",12.90749,77.544634
217,"287, 1st Floor, 7th Block, 100 Feet Ring Road, Phase 4, Banashankari, Bangalore",12.9064074,77.5956511
218,"23/1, Shop Street Road, Basavanagudi, Bangalore",12.9396936,77.5669929
219,"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",12.9379871,77.566539
220,"63, 18th Cross, 3rd Block, Jayanagar, Bangalore",12.934255,77.5785707
221,"24, Subramaniapura Main Road, Uttarahalli, Bangalore",12.9045527,77.5417395
222,"Next To Surana College, South End Circle, Basavanagudi, Bangalore",12.9365233,77.5762333
223,"318, Old market Road V.V.Puram, Basavanagudi, Bangalore",12.9505612,77.5762423
224,"234, 32 A Cross, 2nd Main Road, 7th Block, Jayanagar, Bangalore",12.9268788,77.577129
225,"63/2, 8th Main, 18th Cross, 3rd Block, Jayanagar, Bangalore",12.9349008,77.5807533
226,"1, 5th Main Road, Bull Temple Road, Basavanagudi, Bangalore",12.9573053,77.5645198
227,"81, East Anjaneya Street, NR Colony, Near Basavanagudi, Basavanagudi, Bangalore",12.9411944,77.568259
228,"36/1, 27th Cross, 4th Block, Jayanagar, Bangalore",12.9307262,77.5760825
229,"13, 32nd Cross, 7th Block, Jayanagar, Bangalore",12.9272012,77.5749983
230,"137/4, 8th Main Road, 27th Cross, Jayanagar, Bangalore",12.930953,77.5904721
231,"27, Gandhi Bazaar Main Rd, Basavanagudi, Bangalore",12.9458824,77.5684229
232,"Shubashree Complex, 50 Feet Road, 1st Stage, Hanumanthanagar, Near Girinagar, Banashankari, Bangalore",12.9648597,77.5382253
233,"78, Nagendra Block, Giri Nagar, II Phase, Banashankari,Bangalore",12.9407143,77.5464965
234,"1890, Shetty Gardenia, 9th Main, Kaverinagar, 2nd Stage, Banashankari, Bangalore",12.9188263,77.5665463
235,"1328, 50 Feet Road, Stage 1, Kumaraswamy Layout, Bangalore",12.9091756,77.5608782
236,"23, Kanakapura Road, Near SRS Petrol Pump, Lalbagh West Gate, Basavanagudi, Bangalore",12.943387,77.5749322
237,"534, 49th Cross, 50 Feet Road, Kumaraswamy Layout, Bangalore",12.9057527,77.5563644
238,"23, 7th Main, KSRTC Layout, Chikkalsandra, Main Road, Uttarahalli, Bangalore",12.9091289,77.5470277
239,"1112, 30th Main,Teachers Layout, Next to SBI Bank, 3rd Stage, Banashankari, Bangalore",12.9309036,77.5389035
240,"2nd Cross, JHBCS Layout, Kumaraswamy Layout, Bangalore",12.9405813,77.5660053
241,"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",12.9242188,77.5640109
242,"8th Main Road, Remco Bhel Layout, Ideal Homes Township, Rajarajeshwari Nagar, Bengaluru",12.9255915,77.515776
243,"Pai Viceroy, 1504, 16th Cross, 9th Main, 3rd Block, Jayanagar, Bangalore",12.9359735,77.581644
244,"2465, 2nd Floor, Opposite BDA Complex, 24th Cross, 2nd Stage, Banashankari, Bangalore",12.9241497,77.5628674
245,"30, 8th F Main Road, Jayanagar, Bangalore",12.9313297,77.5813642
246,"2, Subramanyapura, Kadirenahalli Overbridge Junction, 2nd Stage, Banashankari, Bangalore",12.9049575,77.5306857
247,"278, 37th A Cross, 2nd Main, 8th Block, Jayanagar, Bangalore",12.9223467,77.5756742
248,"17,Bull Temple, Road, Basavanagudi, Bangalore",12.9474202,77.5657741
249,"1328, 50 Feet Road, Kumaraswamy Layout, Bangalore",12.9091756,77.5608782
250,"599, 24th Cross, 2nd Stage, Banashankari, Bangalore",12.924005,77.5660713
251,"671,45th Cross, 8th Block, Near Metro Pillar EP 22, Jayanagar, Bangalore",12.9176039,77.5766592
252,"644, 1 B, Main Road, Kanakapura Road, 8th Block, Jayanagar, Bangalore",12.9275907,77.5735031
253,"23/35, 7th Cross, Dwarakanagar, Hosakerhalli, Banashankari, Bangalore",12.9344948,77.5323277
254,"30, 7th Cross, Dwaraka Nagar, Banashankari, Bangalore",12.928708,77.5598315
255,"940, 20th Main, Opposite South Entrance, BDA Complex, Banashankari, Bangalore",12.9256642,77.5627811
256,"Sri Chakravarthi Complex, Sajjan Rao Circle, V.V. Puram, Basavanagudi, Bangalore",12.9524545,77.575125
257,"45, 6th C Main Road, 4th Block, Jayanagar, Bangalore",12.9303521,77.5794035
258,"269, JHBCS Layout, 2nd Main Road, Teacher's Colony, Kumaraswamy Layout, Bangalore",12.910931,77.5623363
259,"344, 50 Feet Road, Dasarhalli, Srinagar, Banashankari, Bangalore",12.9419621,77.5503097
260,"278, 34th Cross Road, 4th Block, Jayanagar, Bangalore",12.925516,77.581401
261,"1616, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",12.9075916,77.558365
262,"22, 2nd Main Road, National College Road, 7th Block, Jayanagar, Bangalore",12.9245472,77.57636
263,"146, 6th C Main Road, 1st Block, Jayanagar, Bangalore",12.9289482,77.579478
264,"54, Rashtriya Vidyalaya Road, 2nd Block, Basavanagudi, Bangalore",12.9444969,77.5777637
265,"34/1, 2nd & 3rd Floor, 36th Cross, 6th Main, 4th Block, Jayanagar, Bangalore",12.9235464,77.5792325
266,"183/28, 2nd Main Road, 36th B Cross, 7th Block, Jayanagar, Bangalore",12.924209,77.5758797
267,"60/2, Sajjan Rao Circle, V V Puram, Basavanagudi, Bangalore",12.9521468,77.5749526
268,"12, Ground Floor, R V Road, Near Southend Metro Station, Basavanagudi, Bangalore",28.5485253,77.2749852
269,"49, South End Road, Nagasandra Circle, Basavanagudi, Bangalore",12.9368143,77.5701053
270,"91/1, Ganesh Mahal Building, Sirsi Road, Chamarajpet, Basavanagudi, Bangalore",12.9613127,77.5599954
271,"Jain Temple Street, V.V.Puram, Basavanagudi, Bangalore",12.9508426,77.5723124
272,"21,National High School Road,VV Puram, Basavanagudi, Bangalore",12.9489361,77.5753024
273,"11/3, Old Market Road, V V Puram, Basavanagudi, Bangalore",12.9514233,77.575133
274,"22nd Cross, 22nd Main Road, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",12.925115,77.5626569
275,"198, 2nd Block, 3rd Stage, Outer Ring Road, Banashankari, Bangalore",28.5485253,77.2749852
276,"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore",12.946506,77.5744253
277,"27, 27th Cross, 1st Floor, Kadamba Complex, 2nd Stage, Banashankari, Bangalore",12.9216202,77.5679195
278,"1111, Near KIMS, 30th Main Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",12.9277965,77.5597557
279,"Dayanandasagar College Road, Teachers Colony, Kumaraswamy Layout, Bangalore",12.9092421,77.5642293
280,"D/25, 2nd Main, 260 Mysore Road Tollgate, Opposite Gopalan Mall, Mysore Road, Bangalore",28.5485253,77.2749852
281,"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore",12.9255932,77.562254
282,"272, 14th Cross Road, Yediyur, Jayanagar, Bangalore",12.9296364,77.5707087
283,"15, 1st Main, Kariyappa Road, Basavanagudi, Bangalore",12.9363076,77.5731534
284,"742, 50 Feet Rd, Raghavendra Block, Banashankari 3rd Stage, Banashankari, Bangalore",12.9419711,77.5501154
285,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",12.9312149,77.5813492
286,"7th Main Road, 4th Block, Jayanagar East, Bangalore",12.9260475,77.579891
287,"16, Sri Banashankri Arcade, Opposite GSI Building, Kumaraswamy Layout, Bangalore",12.9304132,77.5382239
288,"52 ,Dayanad Sagar College Road, Teachers Colony, Kumaraswamy Layout, Bangalore",12.9115501,77.564944
289,"57, Kadirenahalli Road, Banashankari, Bangalore",12.916499,77.5582062
290,"2465, 24th Cross, 2nd Stage, Banashankari, Bangalore",12.9241759,77.5628283
291,"142/1,Surveyor Street, Gandhi Bazaar, Basavanagudi, Bangalore",12.947582,77.5668822
292,"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA complex, Banashankari, Bangalore",12.9257619,77.5621361
293,"83/5,4th Cross. 50 Feet Road,1st Stage, Kumaraswamy Layout, Bangalore",12.9103513,77.5622841
294,"615, Janardhan Mansion, 32nd D Cross Road, 10th C Main Road, 4th Block, Jayanagar, Bangalore",12.9272892,77.5829898
295,"DLF Westend Heights, Akshaya Nagar, Bannerghatta Road, Bangalore",12.8800504,77.6214786
296,"80, 2nd Main,1st Cross, 2nd Stage, BTM, Bangalore",12.9149377,77.6045936
297,Delivery Only,28.5485248,77.2749852
298,"225-226, Above Canara Bank, Arakere Gate, Bannerghatta Road, Bangalore",12.8893082,77.5949076
299,"10/1, 17th Cross, 26th Main, Murthappa Garden, 6th Phase, JP Nagar, Bangalore",12.902194,77.5829303
300,"Oppst Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore, Bengaluru",12.8756688,77.5930979
301,"1065/A, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",28.5485253,77.2749852
302,"No. 267, Near Ayyappa Swamy Temple, MSRS Nagar, Vijaya Bank Layout, Bilekahalli, Bannerghatta Road, Bangalore",28.5485253,77.2749852
303,"Nanjundappa Building, 3, 1st Cross Road, Rama Krishnappa Layout, Bannerghatta Road, Bangalore",28.5485253,77.2749852
304,"Club House, SNN Raj Serenity Apartment, Main Begur Road, Yelnahalli Village, Bannerghatta Road, Bangalore",12.8590643,77.6120091
305,"Arjun Aura Apartment, Vijaya Bank Layout, Bannerghatta Road, Bangalore",12.8951715,77.6081492
306,"973, 6th Cross, Vijaya Bank Layout, Bannerghatta Road, Bangalore",12.8915831,77.6059387
307,"24, Bannerghatta Main Road, Himagiri Meadows, Gottigere, Bannerghatta Road, Bangalore",12.8609029,77.5887421
308,"19, Jalaram Industrial Estate, Opposite Food World, Arakere Gate, Bannerghatta Road, Bangalore",12.8911248,77.5960716
309,"3, 1st Cross, Kalyani Kala Mandir, Bannerghatta Road, Bangalore",28.5485253,77.2749852
310,"9/10/9 2nd Floor, Opposite SBI Bank, DLF Road, Bhagyalakshmi Avenue, Bannerghatta Road, Bangalore",12.8583802,77.5820185
311,"16th Mian Road, 2nd Stage, BTM, Bangalore",28.5485253,77.2749852
312,"Near Vijayashree Hospital, Jyothi Nagar, Bohra Layout, Gottigere, Bannerghatta Road, Bangalore",12.8580362,77.5877224
313,"200, 1st Main, 6th Cross, MICO Layout, Off Bannerghatta Road, Bangalore",12.8395271,77.5866726
314,"362, N V Building, Gotiigere, Bannerghatta Road, Bangalore",12.8551283,77.5914115
315,"4th Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",12.8758585,77.5934773
316,"Food Parade, Spar Hyper Market, Near Dairy Circle, Bannerghatta Road, Bangalore",12.9301565,77.5986825
317,"Shop 27/6, Vishweswaraiah Road, Near Sai Baba Temple, BTM 6th Stage Off, Bannerghatta Road, Bangalore",12.8395271,77.5866726
318,"23, 5th Cross, Satya Sai Layout, Kodichikannahalli Main Road, Bannerghatta Road, Bangalore",12.895456,77.5215123
319,"204, Panduranga Nagar, Opposite HSBC, Bannerghatta Road, Bangalore",12.8922574,77.5963643
320,"204, Sri Lakshminarayan Complex, Pandrunga Nagar, Bannerghatta Road, Bangalore",12.8920398,77.5966615
321,"30, Syndicate Bank Colony, Next to BPL Arkere, Bannerghatta Road, Bangalore",12.8844841,77.5940396
322,"9/1, 1st Floor, Bilekahalli, Bannerghatta Road, Bangalore",12.8478761,77.5362183
323,"QSR -1, 3rd Floor, Food court, Vega City Mall, Bannerghatta Road",12.9077453,77.5988954
324,"225/226, Omkar Nagar, Arkere, Bannerghatta Road, Bangalore",12.8417834,77.5739297
325,"Arakere, Chamundeshwari Layout, Near Mariyamma Temple, Bannerghatta Road, Bangalore",12.8607894,77.5548214
326,"33, 34, 1st Floor, Muthurayaswamy Layout, Hulimavu, Bannerghatta Road, Bangalore",12.8724587,77.5917171
327,"Akshay Nagar, Bannerghatta Road, Bangalore",12.8395271,77.5866726
328,"5, 1st Floor, Opposite Sana Supermarket, Vijaya Enclave, Vijaya Bank Layout, Bilekhalli, Bannerghatta Road, Bangalore",12.895262,77.6089673
329,"DLF City Road, Near Sai Baba Temple, Arekere, Bannerghatta Road, Bangalore",12.8819274,77.6070797
330,"16, Shop 03, Ground Floor, SriKrishna Building, Arekere Main Road, Bannerghatta Road, Bangalore",12.8905412,77.5959579
331,"Doddakammanahalli Main Road, Near Aikya Apartment, Next to Chef & Butcher, Bannerghatta Road, Bangalore",12.869234,77.5954273
332,"102, Bannerghatta Main Road, Himagiri Meadows, Kalena Agrahara, Bannerghatta Road, Bangalore",12.8623732,77.5884946
333,"Opposite Ranka Colony, Bilekahalli, Bannerghatta Road, Bangalore",12.9014286,77.5988104
334,"Third Floor, Royal Meenakshi Mall, Bannerghatta Road, Bangalore",12.8760026,77.5934431
335,"156, Hulimavu Lake Road, Krishna Layout, Hulimavu, Bannerghatta Road, Bangalore",12.8802845,77.6012712
336,"85/3, Chamundeshwari Layout, Arekere , Near Paramount Pilatus, Bannerghatta Road, Bangalore",12.8396051,77.5767958
337,"375/9, Opposite DLF Newtown, Besides Corporation Bank, Akshaya Nagar, Bannerghatta Road, Bangalore",12.875877,77.6148337
338,"Someswar Layout, Vijaya Bank Layout, Bilekahalli, Bannerghatta Road, Bangalore",12.7942851,77.6186244
339,"Plot 37/5AP, 1st Floor, Mylasandra Cross Road, Bannerghatta Road, Bangalore",12.870124,77.6218873
340,"5th C Cross, 15th Main Road, Mahadeshwara Nagar, 2nd Stage, BTM, Bangalore",12.9108079,77.60733
341,"BVS Complex, Billekahalli Main Road, Bannerghatta Road, Bangalore",12.9004155,77.5989793
342,"Food Parade, Spar Hypermarket, Bannerghatta Road, Bangalore",12.9301565,77.5986825
343,"Near Meenakshi Mall, Bannerghatta Road, Bangalore",12.8762611,77.5935285
344,"15, 24th Main Road, Ayodya Nagar, 5th Phase JP Nagar",12.900688,77.5834803
345,"F-Main, Shantiniketan Layout, Hulimavu, Bannerghatta Road, Bangalore",12.8560985,77.5381762
346,"805 A, 3rd Floor, 7th Cross, 2nd Stage, BTM Layout, BTM, Bangalore",12.9140017,77.6067167
347,"1&2 Pai Layout, Hulimavu, Bannerghatta Main Road, Next to Christ University, Bannerghatta Road, Bangalore",12.8778133,77.5936108
348,"1065, 13th Cross, 6th Main, Kodichikanahalli, Vijay Bank Colony, Bannerghatta Road, Bangalore",28.5485253,77.2749852
349,"205, Sundar Ram Shetty Nagar, Bilekahalli, Bannerghatta Road, Bangalore",12.8933991,77.5984056
350,"16, Survey Number 13, Omkar Nagar, Arekere, Bannerghatta Road, Bangalore",28.5485253,77.2749852
351,"949, 2nd Floor, 24th Main, 2nd Phase, JP Nagar, Bangalore",12.9149579,77.5838325
352,"26, 16th Cross, 5th Phase, 100ft Ring Road, Opposie Canara Bank, JP Nagar, Bangalore",12.9058875,77.5878472
353,"1092, Murudewar Building,4th Floor,Opposite Mega Mart,9th Block, Jayanagar, Bangalore",12.9166921,77.5921899
354,"G-2, Ground Floor, Next To Ample Mart, Begur Hulimavu Road, Akshay Nagar, Bannerghatta Road",12.8762517,77.6147538
355,"204, Opposite HSBC Bank, 11th KM Stone, Bilekahalli, BG Road, Bannerghatta Road, Bangalore",12.8921832,77.5963849
356,"Food Court, Central Shopping Mall, 45th Cross, 2nd Phase, JP Nagar, Bangalore",12.91218,77.589119
357,"5th Phase, JP Nagar, Bangalore, Bengaluru",12.9009763,77.584761
358,"1065 B, 5th Cross, Vijaya Bank Layout, Bilekahalli, Bannerghatta Road, Bangalore",12.8938241,77.6087321
359,"JP Nagar, Bengaluru",12.8896959,77.5430398
360,"Number 6/A, Chunchgatta, JP Nagar 7th Phase",12.891498,77.5724013
361,"63, 7th Cross , 24th Main, 2nd Phase, JP Nagar, Bangalore",12.9022921,77.5698161
362,"No 173, Munivenkatappa Layout, Bilekahalli, Opp Ranka Colony, Bannerghatta Road",12.9034988,77.60018
363,"19, Jalaram Estate, Arekere, Opposite Food World, Bannerghatta Road, Bangalore",12.8900617,77.5956305
364,"B-5, Hermain Complex, 16th Main, 2nd Stage",12.9060498,77.5902667
365,"Opposite Reliance Mart, Bannerghatta Road, Bangalore",12.8909633,77.5955451
366,"427, Ground Floor, 7th Main, 7th Cross, BTM Layout, Bangalore",12.9134995,77.6041398
367,"139, 24th Main, 2nd Cross, 2nd Phase, JP Nagar, Bangalore",12.9139651,77.5836878
368,"766/A, 16th Main, BTM, Bangalore",12.912911,77.6076683
369,"70/71, Seetharam Complex, Bilekahalli, Bannerghatta Main Road, Bannerghatta Road, Bangalore",12.8973441,77.5976946
370,"47/1, 9th Main, 1st Cross, 3rd Phase, JP Nagar, Bangalore",12.9106727,77.5969522
371,"Behind Ayyappa Swamy Temple, 4th Main link Road, Coconut Garden St, Madiwala, 1st Stage, BTM Layout 1, Bengaluru, Karnataka 560068",12.9224958,77.615051
372,"#75/A, 24th Main, 6th Phase JP Nagar, Bangalore, Bengaluru",12.9170017,77.5835598
373,"Chamundeshwari Layout, Arekere, Near Mariyamma Temple, Bannerghatta Road, Bangalore",12.8856954,77.6002243
374,"309, 15th Cross, 100 Feet road, 5th Phase, JP Nagar, Bangalore",12.9060905,77.5906738
375,"Sarakki Signal, Kanakapura Road, 6th Phase, JP Nagar, Bangalore",12.906951,77.5710983
376,"17, Shop 2, Opposite RBI Layout, 7th Phase, JP Nagar, Bangalore",12.8916849,77.5720333
377,"7th Main Road, 2nd Stage, BTM, Bangalore",12.9116702,77.6041743
378,"18/2, Opposite To Reliance Mart, Arakere Gate, Bannerghatta Road, Bangalore",12.8909633,77.5955451
379,"55, Goenka Chambers, Jeevan Griha Colony, 19th Main, Phase 2, JP Nagar, Bangalore",12.9066458,77.5874349
380,"House 86, Ground Floor 3rd cross 1st Main N.S. Palya, Behind Shoppers Stop, BTM Layout, BTM 2nd stage Bangalore",28.5485253,77.2749852
381,"726/A, 24th Main Road, 6th Phase, JP Nagar, Bangalore",28.5485253,77.2749852
382,"8, 19th Cross, 7th Main, BTM Layout, 2nd Stage, BTM, Bangalore",12.9072019,77.6037717
383,"312, 2nd Floor, 15th Cross, 100 Feet Road, 5th Phase, JP Nagar, Bangalore",12.9064696,77.5798826
384,"41, Near Royal School, 24th Main, JP Nagar, Bangalore",12.8968364,77.5789266
385,"1, 5th Cross Oppsite Ever Fine Super Market, RBI Layout, JP Nagar, Bangalore",12.8903426,77.5798172
386,"298, 24th Main, 6th Phase, Opposite IDBI Bank, JP Nagar, Bangalore",12.9037442,77.5836997
387,"17, Opposite to Royal High School, 24th Main, Brigade Millennium Road, JP Nagar, Bangalore",12.9001857,77.5834218
388,"312, 15th cross, 5th phase, JP Nagar, Bangalore",12.9062253,77.5909846
389,"303, USR, 1st Main Road, 7th Phase, Lakshmi Nagar, JP Nagar, Bangalore",12.8873184,77.5693203
390,"48/58, Shivani Building, Beside Indian Oil Petrol Pump, Puttenahalli Road, 7th Phase, JP Nagar, Bangalore",12.8955799,77.5796557
391,"41/A, Raviranga Nilayam, 2nd Main, 3rd Cross, Vasantha Vellapa Nagar, 7th Phase, JP Nagar, Bengaluru",28.5485253,77.2749852
392,"161, Devarachikkanahalli Main Road, SR Naidu Layout, Seenappa Layout, Hongasandra, Bommanahalli, Bangalore",12.8942956,77.6180734
393,"28, 7th Main Road, 2nd Stage, BTM, Bangalore",12.9060271,77.6036678
394,"5, SSAR Towers, Opposite Royal School, 24th Main Road, 5th Phase, JP Nagar, Bangalore",12.9000171,77.5835581
395,"20, 6th Cross, 4th A Main, N.S Palya, Dollors Colony, BTM 2nd Stage, Bangalore, BTM, Bangalore",12.9055824,77.6022214
396,"135/5, 15th Cross, 3rd Stage, JP Nagar, Bangalore",28.5485253,77.2749852
397,"634, Near Delmia Circle, 13th Cross, 8th Main, 2nd Stage, JP Nagar, Bangalore",12.9070088,77.5928754
398,"725, 1st Floor, 24th Main, 17th Cross, JP Nagar, Bangalore",12.905738,77.583542
399,"9A, 2nd Floor, 24th Main, 6th Phase, JP Nagar, Bangalore",12.9069688,77.5791294
400,"29th Main Road, EWS Colony, Stage 2 Bengaluru, Karnataka",12.9092,77.6118711
401,"24th Main Road, 18th Cross, 5th Phase, JP Nagar, Bangalore",12.9053493,77.5790043
402,"41, 7th Main Road, New Extension, Abbaappa Layout, 2nd Stage, BTM, Bangalore",12.9091653,77.6042434
403,"4, Sai Arcade,1st Floor, Wilson Garden Society, Kothnur Main Road, 7th Phase, JP Nagar, Bangalore",12.890022,77.5798074
404,"251/1009, Near Vijaya Bank Layout, Bilekahalli, 4th Stage, BTM, Bangalore",12.8924485,77.6095909
405,"910, 5th Cross Road, Vijaya Bank Layout, Bilekahalli,BTM, Bangalore",12.8922786,77.6076477
406,"44/1/A,1st, Cross,16th Main, 2nd Stage, BTM, Bangalore",12.9091742,77.6060261
407,"114/512, Kothanur Main Road, 7th Phase, JP Nagar, Bangalore",12.8981265,77.5804296
408,"333, 4th Cross, Kothnor Dinne Main Road, Nrupathunga Nagar, 8th Phase, JP Nagar, Bangalore",12.8772345,77.5801901
409,"1, 33rd Main Road, 6th Phase, JP Nagar, Bangalore",12.9055892,77.5781504
410,"Near Big Bazaar, Kothnur Village Main Road, Nataraja Layout, Gaurav Nagar, 7th Phase, JP Nagar, Bangalore",12.9018271,77.5676699
411,"31, 7th Phase, JP Nagar, Bangalore",12.8948394,77.5763663
